,count,unique,top,freq,mean,std,min,25%,50%,75%,max
name.1_org.apache.camel.component.http.HttpProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.http.JettyHttpComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.CamelJbiComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.CamelJbiEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.FromJbiProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.JbiBinding,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.JbiEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.JbiException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.JbiExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.JbiMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jbi.ToJbiProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.ConsumerType,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.EndpointMessageListener,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsBinding,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsConfiguration,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsIOConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsPollingConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.JmsProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.MessageListenerProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.MessagePropertyAccessException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.MessagePropertyNamesAccessException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jms.RuntimeJmsException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jmx.JMXComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jmx.JMXConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jmx.JMXEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jmx.JMXExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.jmx.JMXMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.JavaMailConnection,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailBinding,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailConfiguration,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailConverters,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MailProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MessageHeaderAccessException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.MessageHeaderNamesAccessException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mail.RuntimeMailException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mina.MinaComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mina.MinaConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mina.MinaEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mina.MinaExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mina.MinaProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mock.AssertionClause,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mock.MockComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.mock.MockEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.NoPojoAvailableException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.PojoComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.PojoEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.PojoExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.PojoInvocation,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.timer.TimerComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.timer.TimerConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.pojo.timer.TimerEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.processor.ProcessorEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.processor.ProcessorEndpointConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.quartz.CamelJob,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.quartz.QuartzComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.quartz.QuartzConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.quartz.QuartzEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.quartz.QuartzExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.quartz.QuartzMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.queue.QueueComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.queue.QueueEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.queue.QueueEndpointConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.rmi.RmiComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.rmi.RmiConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.rmi.RmiEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.rmi.RmiProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.RuntimeXmppException,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppBinding,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppGroupChatProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.component.xmpp.XmppPrivateChatProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.CollectionConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.HasAnnotation,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.IOConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.NIOConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.ObjectConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.jaxb.JaxbConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.jaxp.BytesSource,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.jaxp.StringSource,339,2,False,338,,,,,,,
name.1_org.apache.camel.converter.jaxp.XmlConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.BinaryPredicateSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.CachingInjector,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultCamelContext,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultComponentResolver,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultExchange,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultExchangeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultMessage,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultPollingConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.DefaultProducer,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.EventDrivenConsumerRoute,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.LoggingExceptionHandler,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.MessageSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.NoPolicy,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.NoRouteBuilder,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.PollingConsumerRoute,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.PollingConsumerSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.PredicateSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.ReflectionInjector,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.ScheduledPollConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.ScheduledPollEndpoint,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.ServiceSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.AnnotationTypeConverterLoader,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.ArrayTypeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.DefaultTypeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.InstanceMethodTypeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.PropertyEditorTypeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.StaticMethodTypeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.ToStringTypeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.TypeConverterLoader,339,2,False,338,,,,,,,
name.1_org.apache.camel.impl.converter.TypeConverterRegistry,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.ChoiceProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.CompositeProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.DeadLetterChannel,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.DelegateProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.ErrorHandler,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.FilterProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.Logger,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.LoggingErrorHandler,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.LoggingLevel,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.MulticastProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.Pipeline,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.RecipientList,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.RedeliveryPolicy,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.Resequencer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.SendProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.Splitter,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.idempotent.IdempotentConsumer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.idempotent.MemoryMessageIdRepository,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.idempotent.MessageIdRepository,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.idempotent.NoMessageIdException,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.LoadBalancer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.LoadBalancerSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.QueueLoadBalancer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.RandomLoadBalancer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.RoundRobinLoadBalancer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.StickyLoadBalancer,339,2,False,338,,,,,,,
name.1_org.apache.camel.processor.loadbalancer.TopicLoadBalancer,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.ComponentResolver,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.ExceptionHandler,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.ExchangeConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.Injector,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.Marshaller,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.Policy,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.Provider,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.Unmarshaller,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.XmlMarshaller,339,2,False,338,,,,,,,
name.1_org.apache.camel.spi.XmlUnmarshaller,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.CamelBeanPostProcessor,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.CamelContextFactoryBean,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.EndpointFactoryBean,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.Main,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.RouteBuilderFinder,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.SpringCamelContext,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.SpringRouteBuilder,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.component.BeanComponent,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.converter.ResourceConverter,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.remoting.CamelProxyFactoryBean,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.remoting.CamelServiceExporter,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.spi.BeanInjector,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.spi.SpringComponentResolver,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.spi.SpringInjector,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.spi.SpringTransactionPolicy,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.util.BeanInfo,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.util.DefaultMethodInvocationStrategy,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.util.MethodInfo,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.util.MethodInvocationStrategy,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.util.ReflectionUtils,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.BeanDefinitionParser,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.BuilderAction,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.BuilderStatement,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.CamelBeanDefinitionParser,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.CamelNamespaceHandler,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.IllegalActionException,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.LazyLoadingBeanDefinitionParser,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.MethodInfo,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.RouteBuilderFactoryBean,339,2,False,338,,,,,,,
